Glaciaxion.SunsetRay.0	1.0	6.5	12.6	0.0
EradicationCatastrophe.NceS.0	3.5	7.5	12.7	0.0
Credits.Frums.0	4.5	10.4	13.6	15.7
Dlyrotz.Likey.0	4.0	9.1	13.7	0.0
EnginexStartmelodymix.CrossingSound.0	2.5	8.3	13.0	0.0
光.姜米條.0	2.0	7.5	12.4	0.0
Wintercube.CtymaxfeatNceS.0	3.5	8.2	13.3	0.0
Cipher20.TetrajectoryfeatCtymax.0	5.0	10.3	14.4	0.0
混乱Confusion.OnlyMyBlackScore.0	4.0	10.0	14.8	0.0
FULiAUTOSHOOTER.MYUKKE.0	3.0	9.0	14.9	0.0
HumaN.SOTUI.0	3.0	8.0	12.9	0.0
PRAW.Bluewind.0	6.0	10.6	15.1	0.0
PixelRebelz.Normal1zer.0	4.5	9.7	15.3	0.0
Cereris.SunsetRayNceS.0	5.5	10.9	14.7	0.0
NonMelodicRagezMUGEdit.Normal1zer.0	5.5	11.6	16.1	0.0
SultanRage.MonstDeath.0	4.0	7.0	12.3	0.0
ClassMemories.AntistarfeatCtymax.0	6.0	10.8	13.8	0.0
SURREALISM.Itsuki.0	5.0	9.4	13.4	0.0
BonusTime.MegaloPaleWhite.0	3.5	9.5	13.8	0.0
ENERGYSYNERGYMATRIX.Tanchiky.0	5.5	11.5	14.4	0.0
NYA.FLuoRiTe姜米條.0	2.0	8.6	13.1	0.0
JunXionBetweenLifeAndDeathVIPMix.1N6Fs.0	3.0	8.7	13.4	0.0
cryout.JuE.0	3.5	9.9	13.6	0.0
Reimei.影虎.0	6.5	11.7	15.1	0.0
尊師TheGuru.rider.0	6.0	11.6	15.4	0.0
Spasmodic.姜米條颶風元力上人.0	8.2	13.3	15.5	16.7
LeaveAllBehind.rider.0	3.0	8.9	12.7	0.0
ColorfulDays.P4koofeatつゆり花鈴.0	5.0	7.0	12.7	0.0
microwav.dandeless.0	6.0	10.5	14.7	0.0
重生.姜米條.0	4.5	8.8	14.4	0.0
NOONEYESMAN.MYUKKE.0	7.0	10.9	15.5	0.0
望影の方舟Six.SeURa.0	6.5	11.9	15.9	0.0
Igallta.SeURa.0	7.5	12.2	16.1	17.4
ClockParadox.WyvernP.0	2.0	6.0	12.5	0.0
Chronologika.Hundotte.0	3.5	9.8	13.9	0.0
NickofTime.P4koo.0	6.0	9.3	14.7	0.0
Chronomia.Lime.0	4.5	11.1	15.4	0.0
ChronosCollapseLaCampanella.SunsetRay.0	4.5	12.3	16.3	0.0
Rrharil.TeamGrimoire.0	7.0	12.7	16.1	17.6
CraveWave.LandRoot.0	2.5	8.0	13.7	0.0
TheChariotREVIIVAL.Attoclef.0	5.0	9.0	14.0	0.0
Luminescence.米虾Fomiki初云CLoudie.0	5.5	11.0	14.5	0.0
Retribution.nmyKryexe.0	6.0	11.6	16.2	0.0
DESTRUCTION321.Normal1zervsBrokenNerdz.0	8.5	13.1	16.3	17.3
DistortedFate.Sakuzyo.0	8.1	13.5	16.3	17.4
Doppelganger.LeaF.0	5.0	9.0	15.1	0.0
もぺもぺ.LeaF.0	2.0	6.5	11.1	15.4
MARENOL.LeaF.0	2.0	10.3	13.9	0.0
萤火虫の怨.闫东炜.0	4.0	9.8	13.0	0.0
万吨匿名信.闫东炜.0	4.5	9.5	13.3	0.0
风屿.闫东炜.0	5.5	9.8	14.0	15.1
dBdoll.YUESTEVENuen.0	1.5	3.5	8.3	13.6
Dash.小红Akane李祥辉.0	2.5	5.5	9.7	0.0
云女孩.符白牙SiYFics.0	2.0	8.9	12.8	0.0
DropIt.Asuka.0	4.0	9.2	14.2	0.0
RIPPER.Friedwav.0	6.5	11.7	15.4	0.0
Aphasia.闫东炜.0	4.0	8.8	13.3	0.0
开心病.闫东炜.0	7.0	11.9	13.8	0.0
華灯爱.闫东炜.0	6.0	10.6	13.7	0.0
FindMe.Kforest.0	5.5	10.5	14.3	0.0
Sein.朔Apo11oprogramvsお月さま交響曲ftkuroa荒巻.0	5.0	10.1	15.1	0.0
狂喜蘭舞.LeaF.0	7.0	11.7	14.3	16.4
SparkleNewLife.rider.0	4.0	9.2	12.8	0.0
KhronostasisKatharsis.Halv.0	6.0	11.8	14.0	0.0
SnowDesert.WyvernP.0	5.0	10.3	13.4	0.0
Burn.NceS.0	7.0	11.2	15.2	0.0
Aleph0.LeaF.0	3.5	12.2	16.0	0.0
NextTime.SaMZIng.0	6.0	8.7	12.4	0.0
RubbishSorting.CtymaxvsNceS.0	3.5	9.4	13.1	0.0
AnotherMe.NeutralMoon.0	5.5	9.3	13.6	0.0
mechanted.rareguy.0	3.0	11.3	14.9	0.0
lifeflashesbeforeweebeyes.BilliumMoto.0	6.5	11.9	14.9	0.0
BreakThroughTheBarrier.lixound.0	5.5	9.5	14.5	0.0
Chronostasis.黒皇帝.0	6.0	10.7	16.0	0.0
DeadSoul.SoundSouler.0	4.5	12.0	14.4	0.0
InfinityHeaven.HyuN.0	3.0	8.4	13.9	0.0
Disorder.HyuNfeatYURI.0	6.0	10.3	14.8	0.0
CROSSSOUL.HyuNfeatSyepias.0	7.5	12.6	16.4	0.0
SpeedUp.DarTokki.0	4.5	10.3	14.0	0.0
MagentaPotion.EmoCo.0	6.5	11.3	14.4	0.0
GetBack.CAP3.0	6.5	10.7	14.0	0.0
Palescreen.WyvernPfeatMadol.0	5.5	12.3	15.9	0.0
GOODTEK.EBIMAYO.0	5.0	10.0	14.3	0.0
GOODBOUNCE.EBIMAYO.0	7.5	11.9	14.5	0.0
GOODWORLD.EBIMAYO.0	3.0	11.4	14.9	0.0
GOODFORTUNE.EBIMAYO.0	7.5	8.7	15.7	0.0
GOODRAGE.EBIMAYO.0	5.0	8.5	16.0	0.0
TheMountainEater.PaulBazooka.0	5.5	9.6	14.7	0.0
Orthodox.tokiwa.0	4.5	8.5	13.7	0.0
EndMe.ZxNXasDelaina.0	5.5	7.5	14.2	0.0
ParallelRetrogressionGameVer.Tetrajectory.0	7.0	10.9	14.2	0.0
Starduster.Quree.0	5.5	11.4	15.2	0.0
Electron.ElousFZ.0	3.5	9.4	13.2	0.0
SIGMA.Kryexe.0	5.0	10.5	15.8	0.0
HardcoreKwaya.EnFr.0	4.5	8.4	14.6	0.0
Aventyr.GrandThawRigelTheatre.0	3.5	9.9	13.7	0.0
Trane.MALVA.0	1.5	7.0	14.2	0.0
雪降りメリクリ.A39.0	4.5	10.8	15.4	0.0
CervelleConnexion.SCTL.0	5.0	11.3	14.5	0.0
modulus.PTB10.0	4.5	10.4	14.9	0.0
Wavetapper.Frums.0	6.0	9.4	13.9	0.0
大和撫子WildDances.adapatorvsDRIVE.0	5.5	11.8	15.1	0.0
Eltaw.Fl00t.0	7.0	10.6	14.8	0.0
Initialize.iF.0	2.5	7.0	11.6	0.0
桜樹街道.kozatosnow.0	3.5	8.1	13.0	0.0
GetReady.iF.0	6.0	10.7	13.8	0.0
volcanic.DETROakaルゼ.0	7.5	12.1	14.7	16.6
BetterGraphicAnimation.ルゼ.0	6.0	11.1	15.3	0.0
XING.ginkiha.0	5.5	9.9	13.9	0.0
FinalStep.Lime.0	5.5	11.0	14.1	0.0
Cthugha.USAO.0	6.0	10.4	16.0	16.1
WithYou.Cashew.0	3.5	9.1	13.5	0.0
UnorthodoxThoughts.Joulez.0	5.5	12.0	13.9	0.0
Apocalyptic.ZClaxxSumaiLight.0	3.0	10.4	13.8	0.0
游园地.椒盐菠萝.0	2.5	7.5	13.2	0.0
energytrixxx.KAH.0	5.0	10.4	15.4	0.0
Nhelv.Silentroom.0	1.5	12.0	15.6	0.0
Arkhei.SeraAmagi.0	7.5	8.8	12.6	0.0
Kerberos.Zris.0	5.5	12.4	15.8	0.0
parsey.siqlo.0	4.0	11.7	14.6	0.0
Concvssion.Halv.0	6.0	11.3	15.6	0.0
ジングルベルJingleBell.A39沙包P.0	4.5	8.5	14.5	0.0
TimetoNightSkyfeatLeeYuJin.HyuNKLYDIX.0	3.0	10.1	13.6	0.0
HAZARD.Limpid.0	4.5	11.0	14.8	0.0
AnotherMe.DAAN.0	5.0	9.8	15.6	0.0
DontNeverAround.HAMA.0	5.0	11.3	15.5	0.0
RESSiSTANCE.ぐるたみん.0	6.5	11.2	16.1	0.0
Dreamland.z1onkyrrin.0	7.0	10.3	13.6	0.0
AnotherRound.JustinDai.0	2.5	9.6	13.3	0.0
996.李化禹.0	4.0	9.4	14.7	0.0
FutureMind.RayNauticaRekuMochizuki.0	4.5	11.0	14.2	0.0
Luminescent.Daison.0	5.5	9.7	14.4	0.0
FULiAUTOBUSTER.MYUKKE.0	3.5	9.7	14.6	0.0
IMustSayNo.TangJuan.0	1.5	9.2	13.5	0.0
opia.rN.0	5.5	10.6	15.6	0.0
Apocalypse.アリスシャッハと魔法の楽団.0	4.0	8.6	13.5	0.0
Protoflicker.Silentroom.0	3.5	9.7	15.4	0.0
HorizonBlue.NothingButRequiemfeatAikapinChiyoko.0	6.5	11.6	15.7	0.0
YouaretheMiserable.tpazolite.0	6.0	11.7	14.1	15.8
Stasis.Maozon.0	5.0	10.1	15.3	16.7
いざ参ります.Uskefeat棗いつき.0	3.5	9.2	15.0	0.0
月下缭乱.月見静華vsLUNARiUM.0	4.5	9.4	14.9	0.0
OnAndOn.ETIAfeatJenga.0	5.0	9.6	15.2	0.0
DataErr0r.Cosmograph.0	6.0	11.8	14.5	0.0
Shadow.SumaiLightvs姜米條.0	6.5	10.5	14.6	16.2
心之所向.姜米條.0	4.0	8.2	13.6	0.0
inferior.姜米條.0	7.0	7.5	14.6	0.0
csqn.Aoi.0	5.0	12.2	15.9	0.0
BraveNotes.TurquoiseDRIVENota.0	5.5	11.4	14.6	0.0
盏茗.茶鸣拾贰律.0	1.5	4.5	13.4	0.0
青芽.茶鸣拾贰律.0	5.0	10.4	15.2	0.0
EternalSnow.AbyssIdols.0	4.0	9.6	13.5	0.0
RainySeason.AbyssIdols.0	5.5	10.7	14.2	0.0
ElCondorPasaPhigrosEdit.PlasticFruits.0	6.5	12.5	15.6	0.0
BreakOver.Kforest.0	5.0	11.5	14.1	14.9
BelieveLightfeat果丸哒呦.ScalerMestie果丸哒呦.0	2.5	8.9	14.6	0.0
Pontdessouvenirs.VeetaCrushvsitsufeatitsu.0	5.5	10.7	15.3	0.0
青丘.BLACK0.0	5.5	10.5	15.5	0.0
瓷岁.茶鸣拾贰律.0	2.0	6.5	7.0	0.0
Feast远东之宴.茶鸣拾贰律.0	6.5	12.1	15.5	0.0
インフェルノシティ.Ponchifeatはぁち.0	4.5	11.5	15.7	0.0
Upshift.Iriss-Frantzz.0	6.0	10.8	15.5	0.0
PoisonANDORAffection.LeaF.0	3.5	9.9	15.7	0.0
Random.SobremSilentroom.0	5.5	12.2	14.7	0.0
零號車輛.seatrus.0	7.5	12.1	16.2	0.0
NowIsTheTimeDoIt.RoyMikelate.0	4.5	11.2	14.3	0.0
Bougainvillea.Jade.0	4.0	8.3	13.2	0.0
神話.PicaM2U.0	4.0	8.7	13.5	0.0
Elúltimobaile.Θ.0	4.5	9.5	14.1	0.0
Trojan.litmus.0	5.5	10.8	15.0	0.0
TemporalShifting.LureRabbitVC.0	4.0	11.5	15.2	0.0
Adastraperaspera.RabbitHouse.0	6.5	12.1	16.3	0.0
Ajourneytothemoonlight.Yesod.0	4.5	10.7	14.5	0.0
RainyHeart.BelieverInYou阿卡姆巫师.0	4.0	9.4	12.9	0.0
Realms.HinkikAHimitsu.0	3.5	10.2	13.8	0.0
ぱぴぷぴぷぴぱ.ころねぽちWith立秋.0	5.0	12.3	15.9	0.0
TriumphRegret.typeMARS.0	5.0	10.0	15.0	0.0
SATELLITE.かめりあ.0	5.0	9.9	14.3	16.2
DancewithSilence.かめりあ.0	7.0	10.9	15.2	0.0
LabyrinthinKowloonWalledWorld.かめりあ.0	6.0	11.4	15.6	0.0
ComputeItWithSomeDevilishAlcoholicSteampunkEngines.かめりあ.0	5.5	10.6	15.8	0.0
ERABYECONNEC10N.かめりあ.0	5.5	11.6	16.3	17.3
DiamondEyes.SYNTHETIC.0	3.5	6.5	13.4	0.0
Bitterblossom.imvi.0	2.5	9.5	13.5	0.0
SilenceisGoldenSpeechisGolden.NIWASHI.0	5.0	9.3	15.6	0.0
FracturedAngel.DJRaisei.0	4.0	10.9	16.3	0.0
JourneywithYou.Iris.0	5.0	10.0	13.7	0.0
SecretIllumination.Yooh.0	5.0	10.2	14.7	0.0
InvertedWorld.ARForest.0	5.5	11.2	15.5	0.0
月詠に鳴る.Feryquitousfeat藍月なくる.0	6.0	11.4	14.5	15.7
TECHNOPOLIS2085.PRASTIKDANCEFLOOR.0	5.0	10.2	14.1	15.9
祈-我ら神祖と共に歩む者なり-.光吉猛修VS穴山大輔VSKaiVS水野健治VS大国奏音.0	7.0	13.2	16.4	17.3
bye.DingerBox.0	4.0	9.1	14.8	0.0
聖夜讃歌.A39沙包P.0	4.5	10.1	15.2	0.0
ストレイソウルアラウンド.みーに.0	6.0	9.8	14.3	0.0
ManifoldHypothesis.cybermisofeattigerlily.0	4.0	9.1	14.6	0.0
KMoeVIP.ZxNX.0	3.0	8.4	15.9	0.0
GVNGlitterVomitusandNeon.SaltySaltUnfold33.0	5.0	9.7	15.8	0.0
CrushBETA.shadow_bling.0	4.0	10.5	15.1	0.0
BrokenSky.JungoMAX3feat刘佳宜Snow幻影刃shadow.0	3.0	8.6	13.2	0.0
BRAINHACKER.SOMON.0	4.5	9.3	14.8	0.0
Xenolith.Tatsh.0	4.0	8.5	14.2	0.0
ArtificialExistence.JunKuroda.0	3.5	9.3	14.7	0.0
IndelibleScar.Noah.0	7.0	11.5	15.3	16.5
Antithese.Blacklolita.0	4.5	10.8	15.4	16.4
PRAGMATISMRESURRECTION.Laur.0	7.5	12.9	16.0	16.6
ShineAfter.ADeanJocularACE.0	4.0	9.7	14.6	0.0
Bloom.targ麻团qwq.0	3.5	11.2	14.9	0.0
幽世桔梗.Capchiifeatまるもこ.0	4.5	10.1	14.8	0.0
千紫万紅.r0yvsWABI.0	4.5	12.1	15.5	0.0
明鏡烈火.MUEvsRekuMochizuki.0	6.0	11.1	15.9	0.0
今天不是明天.PIKASONICfeat兰音Reine.0	2.5	8.3	13.4	0.0
Cuvism.Fl00tvsHalv.0	3.0	12.2	13.9	16.8
iLArtifact.Link0.0	5.5	10.5	15.7	0.0
atruthseekerCommunicationwithUtopiawillbelost.kuro.0	6.5	12.4	15.8	0.0
BoundedQuietude.FiniteLimitvsSiLiS.0	7.0	7.5	16.2	0.0
君往何处QuoVadis.M2U.0	4.0	8.6	14.1	0.0
暗夜苏醒REANIMATE.Warak.0	5.0	12.8	15.3	0.0
Grimheart.Puru.0	3.0	8.9	13.8	0.0
Thrashforce.KAHvsE0ri4.0	4.5	10.7	15.3	0.0
Originally.SNKSMizku.0	1.0	9.3	14.5	0.0
黄金之城GOLDTOWN.Memme.0	2.0	10.2	14.7	0.0
双重间谍DoubleAgent.WAVAV.0	4.5	11.8	15.7	0.0
幻影鬼魅PLEASE.R300K.0	5.5	9.6	15.2	17.0
Schadenfreude.ZxNX.0	4.5	10.6	15.1	0.0
Letempsperdu.Daison.0	4.0	9.0	12.5	0.0
FixationsTowardtheStars.Foodbot.0	3.5	10.9	14.5	0.0
valorstarcross.LundyvsWyvren.0	6.5	12.6	15.8	0.0
CometFeat符白牙.CNHKSS.0	3.0	10.5	13.7	0.0
白と黒のバケモノ.テヅカ.0	4.0	11.4	15.9	0.0
Devotion.Connexio.0	4.5	9.6	13.7	0.0
KirakiraNoelStory.RekuMochizuki.0	4.0	10.2	14.2	0.0
Shelter.MeatyRabbitNceS.0	3.5	8.8	13.2	0.0
蝎虎天体Lacertid.CreamvsDaily天利.0	4.5	10.8	15.5	0.0
贝多芬祝福BeethovenBlessing.Nauts.0	5.0	10.8	15.0	0.0
インマイマインド.レシオP.0	1.5	9.2	12.2	0.0
ニライカナイNiraicA_naiMix.roopfromSTR.0	3.0	8.3	13.5	0.0
SwingSkipDrop.ミハイル.0	4.5	9.1	15.5	0.0
宇宙残骸少女CosmicDustyGirl.辻原一郎.0	6.0	10.2	13.7	0.0
Resolver.Gomadare.0	3.0	8.4	14.4	0.0
LuminousEntitiesLostHeart.NormalMfeatUsagiDenki.0	5.0	10.7	15.2	0.0
KIZUNAResolution.TAG.0	8.0	13.4	16.4	0.0
AbsoluTedisoRdeR.AcuteDisarray.0	6.5	12.4	16.3	17.2
AphroditesChildshortver.RUQOA.0	3.5	8.1	13.3	0.0
DevIAtiOnshortver.polysha.0	4.5	11.1	15.7	0.0
NOx.Juggernaut.0	4.5	10.3	16.1	0.0
Aliceinaxxxxxxxx.Nagiha.0	5.0	9.5	15.8	0.0
Radiance.Nhato.0	3.5	11.9	14.0	15.6
DiamondDust.MasahiroGodspeedAoki.0	5.0	10.8	15.3	16.7
StardustRAY.kanonevsBlackY.0	6.0	12.5	16.5	17.2
FrozenHeart.A39沙包P.0	5.0	10.6	14.6	0.0
Helios.NOABotaNya.0	5.5	9.0	14.1	0.0
FlutterEcho.Cansol.0	3.5	9.8	14.9	0.0
Rebirth.ああああ.0	6.0	12.3	15.4	0.0
AvataarReincarnationofKalpa.ScarletteakaCrYmson.0	2.0	8.2	13.4	16.6
雪降り雪が降っている.AiSSw夜輪ft結月ゆかり.0	1.5	7.5	12.0	14.0
RetributionCycleofRedemption.ArdolfvsDaily天利.0	6.0	11.3	16.2	0.0
アンビバレンス.すりぃ相沢.0	3.5	8.7	14.1	0.0
Komplexe.雄之助featSennzai.0	4.0	9.6	14.3	0.0
slips.rintarosoma.0	7.5	12.8	15.8	16.8
QZKagoRequiem.tpazolite.0	7.0	13.3	16.4	17.4
SolaggyfeatUzumaki.ShrimpCatsはぁち後藤涼輔.0	5.0	9.5	14.8	0.0
000AinSophAur.Yumeji.0	2.5	8.4	14.4	0.0
Xepion.Acotto.0	2.5	9.8	14.8	0.0
Archidoxen.Se_IRA.0	4.0	10.0	15.6	0.0
百鬼夜行.SaladSavior.0	4.5	10.1	15.8	0.0
BANGINGSTRIKE.DewPleiades.0	5.0	10.2	16.0	16.9
TheWholeRest.KIVΛ.0	5.0	9.6	13.6	0.0
Cristalisia.onoken.0	4.0	10.4	14.5	0.0
Hydra.JamesLandinoXAkiraComplex.0	6.0	11.6	15.4	17.1
最高傑作.PYKAMIA.0	4.5	9.3	13.9	0.0
Locomotive.K.0	3.0	9.7	13.7	0.0
Alb.Avans.0	3.5	8.9	14.7	0.0
Incyde.YbeLL.0	7.0	12.1	16.2	0.0
彩.MisoilePunch.0	6.0	12.5	16.4	0.0
Poseidon.1112vsStar.0	6.0	8.8	12.8	16.2
WATER.A39沙包P.0	4.5	9.4	13.6	0.0
MiracleForestVIPMix.Rinthlive.0	3.0	7.5	13.1	0.0
MOBILYS.Dachs.0	5.5	9.3	14.3	0.0
Lyrith迷宮リリス.ユメミド.0	5.0	11.1	16.1	16.5
Demiurge.Rabpit.0	1.5	7.5	11.8	0.0
Demonkin.ForgedReigns.0	4.5	9.2	13.8	0.0
Re_NascencePsystyleVer.Rinth_live.0	5.5	11.7	14.4	0.0
Ark.kanoryo.0	3.5	9.5	15.0	16.5
AfterDawn.S9ryne.0	3.0	10.4	15.3	0.0
INFiNiTEENERZYOverdoze.RekuMochizuki.0	6.5	12.3	14.8	16.8
Khalid.Dolphin.0	4.0	8.2	13.1	0.0
QuantumHyperspace.D_AAN.0	6.0	11.2	15.0	0.0
FreakyUndulationsNobleKnightsofTune.JehezukielKURORAK.0	7.0	10.9	15.3	0.0
PANICPARADISE.DJSHIONY.0	6.5	11.5	15.4	16.4
ReEndofaDream.umavsモリモリあつし.0	7.5	13.0	15.9	16.9
心の記憶.A39沙包P.0	3.5	9.1	13.3	0.0
Spotlight.Ardolf.0	4.5	9.9	14.4	0.0
NightTheater.わかどり.0	4.0	10.6	14.3	0.0
Ramification.rareguyReina.0	5.0	10.4	14.8	0.0
DerRichter.Ωμεγα.0	5.5	11.4	15.6	16.9
ATHAZA.LeaF.0	8.1	12.9	15.7	16.6
Random.SobremSilentroom.1	5.5	12.2	14.7
Random.SobremSilentroom.2	5.5	12.2	14.7
Random.SobremSilentroom.3	5.5	12.2	14.7
Random.SobremSilentroom.4	5.5	12.2	14.7
Random.SobremSilentroom.5	5.5	12.2	14.7
Random.SobremSilentroom.6	5.5	12.2	14.7
Introduction	1.0
